timestamp,strategy,n_eligible,n_busy,n_pass_long,n_pass_short,n_score_cut,n_candidates,top_long_blocker,top_long_blocker_n,top_short_blocker,top_short_blocker_n,long_blockers,short_blockers
2026-09-04T23:11:36Z,conservative,10,6,0,0,0,0,pc_24h<,8,,0,pc_24h<=8;pc_1h<=1;pc_14d<=1,
2026-09-04T23:11:36Z,longshort,16,5,2,0,0,2,pc_1h<,13,pc_1h>,13,pc_1h<=13;pc_24h<=1,pc_1h>=13;pc_7d>=2;pc_24h>=1
2026-09-04T23:11:36Z,daytrade,6,6,0,0,0,0,ret_30m<,5,ret_30m>,6,ret_30m<=5;ema_spread<=1,ret_30m>=6
2026-09-04T23:11:36Z,aggressive,33,2,1,0,0,1,pc_1h<,28,,0,pc_1h<=28;pc_24h<=4,
2026-09-04T23:12:46Z,conservative,10,6,0,0,0,0,pc_24h<,8,,0,pc_24h<=8;pc_1h<=1;pc_14d<=1,
2026-09-04T23:12:46Z,longshort,16,5,2,0,0,2,pc_1h<,13,pc_1h>,13,pc_1h<=13;pc_24h<=1,pc_1h>=13;pc_7d>=2;pc_24h>=1
2026-09-04T23:12:46Z,daytrade,6,6,0,0,0,0,ret_30m<,5,ret_30m>,6,ret_30m<=5;ema_spread<=1,ret_30m>=6
2026-09-04T23:12:46Z,aggressive,33,2,1,0,0,1,pc_1h<,28,,0,pc_1h<=28;pc_24h<=4,
2026-09-04T23:13:57Z,conservative,10,6,0,0,0,0,pc_24h<,8,,0,pc_24h<=8;pc_1h<=1;pc_14d<=1,
2026-09-04T23:13:57Z,longshort,16,5,2,0,0,2,pc_1h<,13,pc_1h>,13,pc_1h<=13;pc_24h<=1,pc_1h>=13;pc_7d>=2;pc_24h>=1
2026-09-04T23:13:57Z,daytrade,6,6,0,0,0,0,ret_30m<,5,ret_30m>,6,ret_30m<=5;ema_spread<=1,ret_30m>=6
2026-09-04T23:13:57Z,aggressive,33,2,1,0,0,1,pc_1h<,28,,0,pc_1h<=28;pc_24h<=4,
2026-09-04T23:15:08Z,conservative,10,6,0,0,0,0,pc_24h<,8,,0,pc_24h<=8;pc_1h<=1;pc_14d<=1,
2026-09-04T23:15:08Z,longshort,16,5,2,0,0,2,pc_1h<,13,pc_1h>,13,pc_1h<=13;pc_24h<=1,pc_1h>=13;pc_7d>=2;pc_24h>=1
2026-09-04T23:15:08Z,daytrade,6,6,0,0,0,0,ret_30m<,5,ret_30m>,6,ret_30m<=5;ema_spread<=1,ret_30m>=6
2026-09-04T23:15:08Z,aggressive,34,2,1,0,0,1,pc_1h<,29,,0,pc_1h<=29;pc_24h<=4,
2026-09-04T23:16:18Z,conservative,10,6,0,0,0,0,pc_24h<,8,,0,pc_24h<=8;pc_1h<=1;pc_14d<=1,
2026-09-04T23:16:18Z,longshort,16,5,2,0,0,2,pc_1h<,13,pc_1h>,13,pc_1h<=13;pc_24h<=1,pc_1h>=13;pc_7d>=2;pc_24h>=1
2026-09-04T23:16:18Z,daytrade,6,6,0,0,0,0,ret_30m<,5,ret_30m>,6,ret_30m<=5;ema_spread<=1,ret_30m>=6
2026-09-04T23:16:18Z,aggressive,34,2,1,0,0,1,pc_1h<,29,,0,pc_1h<=29;pc_24h<=4,
2026-09-04T23:21:17Z,conservative,10,6,0,0,0,0,pc_24h<,8,,0,pc_24h<=8;pc_1h<=1;pc_14d<=1,
2026-09-04T23:21:17Z,longshort,16,5,2,0,0,2,pc_1h<,13,pc_1h>,13,pc_1h<=13;pc_24h<=1,pc_1h>=13;pc_7d>=2;pc_24h>=1
2026-09-04T23:21:17Z,daytrade,6,6,0,0,0,0,ret_30m<,5,ret_30m>,6,ret_30m<=5;ema_spread<=1,ret_30m>=6
2026-09-04T23:21:17Z,aggressive,33,2,1,0,0,1,pc_1h<,28,,0,pc_1h<=28;pc_24h<=4,
2026-09-04T23:22:27Z,conservative,10,6,0,0,0,0,pc_24h<,8,,0,pc_24h<=8;pc_1h<=1;pc_14d<=1,
2026-09-04T23:22:27Z,longshort,16,5,2,0,0,2,pc_1h<,13,pc_1h>,13,pc_1h<=13;pc_24h<=1,pc_1h>=13;pc_7d>=2;pc_24h>=1
2026-09-04T23:22:27Z,daytrade,6,6,0,0,0,0,ret_30m<,5,ret_30m>,6,ret_30m<=5;rsi14>=1,ret_30m>=6
2026-09-04T23:22:27Z,aggressive,33,2,1,0,0,1,pc_1h<,28,,0,pc_1h<=28;pc_24h<=4,
2026-09-04T23:23:58Z,conservative,10,6,0,0,0,0,pc_24h<,8,,0,pc_24h<=8;pc_1h<=1;pc_14d<=1,
2026-09-04T23:23:58Z,longshort,16,5,2,0,0,2,pc_1h<,13,pc_1h>,13,pc_1h<=13;pc_24h<=1,pc_1h>=13;pc_7d>=2;pc_24h>=1
2026-09-04T23:23:58Z,daytrade,6,6,0,0,0,0,ret_30m<,4,ret_30m>,6,ret_30m<=4;ema_spread<=1;rsi14>=1,ret_30m>=6
2026-09-04T23:23:58Z,aggressive,33,2,1,0,0,1,pc_1h<,28,,0,pc_1h<=28;pc_24h<=4,
2026-09-04T23:24:58Z,conservative,10,6,0,0,0,0,pc_24h<,8,,0,pc_24h<=8;pc_1h<=1;pc_14d<=1,
2026-09-04T23:24:58Z,longshort,16,5,2,0,0,2,pc_1h<,13,pc_1h>,13,pc_1h<=13;pc_24h<=1,pc_1h>=13;pc_7d>=2;pc_24h>=1
2026-09-04T23:24:58Z,daytrade,6,6,0,0,0,0,ret_30m<,4,ret_30m>,6,ret_30m<=4;ema_spread<=1;rsi14>=1,ret_30m>=6
2026-09-04T23:24:58Z,aggressive,33,2,1,0,0,1,pc_1h<,28,,0,pc_1h<=28;pc_24h<=4,
2026-09-04T23:25:56Z,conservative,10,6,0,0,0,0,pc_24h<,8,,0,pc_24h<=8;pc_1h<=1;pc_14d<=1,
2026-09-04T23:25:56Z,longshort,16,5,2,0,0,2,pc_1h<,13,pc_1h>,13,pc_1h<=13;pc_24h<=1,pc_1h>=13;pc_7d>=2;pc_24h>=1
2026-09-04T23:25:56Z,daytrade,6,6,0,0,0,0,ret_30m<,4,ret_30m>,6,ret_30m<=4;ema_spread<=1;rsi14>=1,ret_30m>=6
2026-09-04T23:25:56Z,aggressive,33,2,1,0,0,1,pc_1h<,28,,0,pc_1h<=28;pc_24h<=4,
2026-09-04T23:27:07Z,conservative,10,6,0,0,0,0,pc_24h<,8,,0,pc_24h<=8;pc_1h<=1;pc_14d<=1,
2026-09-04T23:27:07Z,longshort,16,5,2,0,0,2,pc_1h<,13,pc_1h>,13,pc_1h<=13;pc_24h<=1,pc_1h>=13;pc_7d>=2;pc_24h>=1
2026-09-04T23:27:07Z,daytrade,6,6,0,0,0,0,ret_30m<,3,ret_30m>,6,ret_30m<=3;rsi14>=2;ema_spread<=1,ret_30m>=6
2026-09-04T23:27:07Z,aggressive,33,2,1,0,0,1,pc_1h<,28,,0,pc_1h<=28;pc_24h<=4,
2026-09-04T23:28:17Z,conservative,10,6,0,0,0,0,pc_24h<,8,,0,pc_24h<=8;pc_1h<=1;pc_14d<=1,
2026-09-04T23:28:17Z,longshort,16,5,2,0,0,2,pc_1h<,13,pc_1h>,13,pc_1h<=13;pc_24h<=1,pc_1h>=13;pc_7d>=2;pc_24h>=1
2026-09-04T23:28:17Z,daytrade,6,6,0,0,0,0,ret_30m<,3,ret_30m>,6,ret_30m<=3;rsi14>=2;ema_spread<=1,ret_30m>=6
2026-09-04T23:28:17Z,aggressive,33,2,1,0,0,1,pc_1h<,28,,0,pc_1h<=28;pc_24h<=4,
2026-09-04T23:29:28Z,conservative,10,6,0,0,0,0,pc_24h<,8,,0,pc_24h<=8;pc_1h<=1;pc_14d<=1,
2026-09-04T23:29:28Z,longshort,16,5,2,0,0,2,pc_1h<,13,pc_1h>,13,pc_1h<=13;pc_24h<=1,pc_1h>=13;pc_7d>=2;pc_24h>=1
2026-09-04T23:29:28Z,daytrade,6,6,0,0,0,0,ret_30m<,3,ret_30m>,6,ret_30m<=3;rsi14>=2;range_pos<=1,ret_30m>=6
2026-09-04T23:29:28Z,aggressive,33,2,1,0,0,1,pc_1h<,28,,0,pc_1h<=28;pc_24h<=4,
2026-09-04T23:33:14Z,conservative,10,6,0,0,0,0,pc_24h<,8,,0,pc_24h<=8;pc_1h<=1;pc_14d<=1,
2026-09-04T23:33:14Z,longshort,16,5,2,0,0,2,pc_1h<,13,pc_1h>,13,pc_1h<=13;pc_24h<=1,pc_1h>=13;pc_7d>=2;pc_24h>=1
2026-09-04T23:33:14Z,daytrade,6,6,0,0,0,0,ret_30m<,3,ret_30m>,6,ret_30m<=3;rsi14>=2;range_pos<=1,ret_30m>=6
2026-09-04T23:33:14Z,aggressive,33,2,1,0,0,1,pc_1h<,28,,0,pc_1h<=28;pc_24h<=4,
2026-09-04T23:34:24Z,conservative,10,6,0,0,0,0,pc_24h<,8,,0,pc_24h<=8;pc_1h<=1;pc_14d<=1,
2026-09-04T23:34:24Z,longshort,16,5,2,0,0,2,pc_1h<,13,pc_1h>,13,pc_1h<=13;pc_24h<=1,pc_1h>=13;pc_7d>=2;pc_24h>=1
2026-09-04T23:34:24Z,daytrade,6,6,0,0,0,0,ret_30m<,4,ret_30m>,5,ret_30m<=4;rsi14>=1;range_pos<=1,ret_30m>=5;ema_spread>=1
2026-09-04T23:34:24Z,aggressive,33,2,1,0,0,1,pc_1h<,28,,0,pc_1h<=28;pc_24h<=4,
2026-09-04T23:35:35Z,conservative,10,6,0,0,0,0,pc_24h<,8,,0,pc_24h<=8;pc_1h<=1;pc_14d<=1,
2026-09-04T23:35:35Z,longshort,16,5,2,0,0,2,pc_1h<,13,pc_1h>,13,pc_1h<=13;pc_24h<=1,pc_1h>=13;pc_7d>=2;pc_24h>=1
2026-09-04T23:35:35Z,daytrade,6,6,0,0,0,0,ret_30m<,5,ret_30m>,5,ret_30m<=5;rsi14>=1,ret_30m>=5;ema_spread>=1
2026-09-04T23:35:35Z,aggressive,33,2,1,0,0,1,pc_1h<,28,,0,pc_1h<=28;pc_24h<=4,
2026-09-04T23:36:38Z,conservative,10,6,0,0,0,0,pc_24h<,8,,0,pc_24h<=8;pc_1h<=1;pc_14d<=1,
2026-09-04T23:36:38Z,longshort,16,5,2,0,0,2,pc_1h<,13,pc_1h>,13,pc_1h<=13;pc_24h<=1,pc_1h>=13;pc_7d>=2;pc_24h>=1
2026-09-04T23:36:38Z,daytrade,6,6,0,0,0,0,ret_30m<,5,ret_30m>,5,ret_30m<=5;rsi14>=1,ret_30m>=5;ema_spread>=1
2026-09-04T23:36:38Z,aggressive,33,2,1,0,0,1,pc_1h<,28,,0,pc_1h<=28;pc_24h<=4,
2026-09-04T23:39:11Z,conservative,10,6,0,0,0,0,pc_24h<,8,,0,pc_24h<=8;pc_1h<=1;pc_14d<=1,
2026-09-04T23:39:11Z,longshort,16,5,2,0,0,2,pc_1h<,13,pc_1h>,13,pc_1h<=13;pc_24h<=1,pc_1h>=13;pc_7d>=2;pc_24h>=1
2026-09-04T23:39:11Z,daytrade,6,6,0,0,0,0,ret_30m<,5,ret_30m>,5,ret_30m<=5;rsi14>=1,ret_30m>=5;ema_spread>=1
2026-09-04T23:39:11Z,aggressive,33,2,1,0,0,1,pc_1h<,28,,0,pc_1h<=28;pc_24h<=4,
2026-09-04T23:40:21Z,conservative,10,6,0,0,0,0,pc_24h<,8,,0,pc_24h<=8;pc_1h<=1;pc_14d<=1,
2026-09-04T23:40:21Z,longshort,16,5,2,0,0,2,pc_1h<,13,pc_1h>,13,pc_1h<=13;pc_24h<=1,pc_1h>=13;pc_7d>=2;pc_24h>=1
2026-09-04T23:40:21Z,daytrade,6,6,0,0,0,0,ret_30m<,5,ret_30m>,5,ret_30m<=5;rsi14>=1,ret_30m>=5;ema_spread>=1
2026-09-04T23:40:21Z,aggressive,33,2,1,0,0,1,pc_1h<,28,,0,pc_1h<=28;pc_24h<=4,
2026-09-04T23:41:33Z,conservative,10,6,0,0,0,0,pc_24h<,8,,0,pc_24h<=8;pc_1h<=1;pc_14d<=1,
2026-09-04T23:41:33Z,longshort,16,5,2,0,0,2,pc_1h<,13,pc_1h>,13,pc_1h<=13;pc_24h<=1,pc_1h>=13;pc_7d>=2;pc_24h>=1
2026-09-04T23:41:33Z,daytrade,6,6,0,0,0,0,ret_30m<,5,ret_30m>,5,ret_30m<=5;rsi14>=1,ret_30m>=5;ema_spread>=1
2026-09-04T23:41:33Z,aggressive,33,2,1,0,0,1,pc_1h<,28,,0,pc_1h<=28;pc_24h<=4,
2026-09-04T23:42:38Z,conservative,10,6,0,0,0,0,pc_24h<,8,,0,pc_24h<=8;pc_1h<=1;pc_14d<=1,
2026-09-04T23:42:38Z,longshort,16,5,2,0,0,2,pc_1h<,13,pc_1h>,13,pc_1h<=13;pc_24h<=1,pc_1h>=13;pc_7d>=2;pc_24h>=1
2026-09-04T23:42:38Z,daytrade,6,6,0,0,0,0,ret_30m<,5,ret_30m>,6,ret_30m<=5;rsi14>=1,ret_30m>=6
2026-09-04T23:42:38Z,aggressive,33,2,1,0,0,1,pc_1h<,28,,0,pc_1h<=28;pc_24h<=4,
2026-09-04T23:43:42Z,conservative,10,6,0,0,0,0,pc_24h<,8,,0,pc_24h<=8;pc_1h<=1;pc_14d<=1,
2026-09-04T23:43:42Z,longshort,16,5,2,0,0,2,pc_1h<,13,pc_1h>,13,pc_1h<=13;pc_24h<=1,pc_1h>=13;pc_7d>=2;pc_24h>=1
2026-09-04T23:43:42Z,daytrade,6,6,0,0,0,0,ret_30m<,5,ret_30m>,6,ret_30m<=5;rsi14>=1,ret_30m>=6
2026-09-04T23:43:42Z,aggressive,33,2,1,0,0,1,pc_1h<,28,,0,pc_1h<=28;pc_24h<=4,
2026-09-04T23:44:53Z,conservative,10,6,0,0,0,0,pc_24h<,8,,0,pc_24h<=8;pc_1h<=1;pc_14d<=1,
2026-09-04T23:44:53Z,longshort,16,5,2,0,0,2,pc_1h<,13,pc_1h>,13,pc_1h<=13;pc_24h<=1,pc_1h>=13;pc_7d>=2;pc_24h>=1
2026-09-04T23:44:53Z,daytrade,6,6,0,0,0,0,ret_30m<,5,ret_30m>,6,ret_30m<=5;rsi14>=1,ret_30m>=6
2026-09-04T23:44:53Z,aggressive,33,2,1,0,0,1,pc_1h<,28,,0,pc_1h<=28;pc_24h<=4,
2026-09-04T23:45:58Z,conservative,10,6,0,0,0,0,pc_24h<,8,,0,pc_24h<=8;pc_1h<=1;pc_14d<=1,
2026-09-04T23:45:58Z,longshort,16,5,2,0,0,2,pc_1h<,13,pc_1h>,13,pc_1h<=13;pc_24h<=1,pc_1h>=13;pc_7d>=2;pc_24h>=1
2026-09-04T23:45:58Z,daytrade,6,6,0,0,0,0,ret_30m<,5,ret_30m>,6,ret_30m<=5;rsi14>=1,ret_30m>=6
2026-09-04T23:45:58Z,aggressive,33,2,1,0,0,1,pc_1h<,28,,0,pc_1h<=28;pc_24h<=4,
2026-09-04T23:47:09Z,conservative,10,6,0,0,0,0,pc_24h<,8,,0,pc_24h<=8;pc_1h<=1;pc_14d<=1,
2026-09-04T23:47:09Z,longshort,16,5,2,0,0,2,pc_1h<,13,pc_1h>,13,pc_1h<=13;pc_24h<=1,pc_1h>=13;pc_7d>=2;pc_24h>=1
2026-09-04T23:47:09Z,daytrade,6,6,0,0,0,0,ret_30m<,5,ret_30m>,6,ret_30m<=5;rsi14>=1,ret_30m>=6
2026-09-04T23:47:09Z,aggressive,33,2,1,0,0,1,pc_1h<,28,,0,pc_1h<=28;pc_24h<=4,
2026-09-04T23:52:17Z,conservative,10,6,0,0,0,0,pc_24h<,8,,0,pc_24h<=8;pc_1h<=1;pc_14d<=1,
2026-09-04T23:52:17Z,longshort,16,5,2,0,0,2,pc_1h<,13,pc_1h>,13,pc_1h<=13;pc_24h<=1,pc_1h>=13;pc_7d>=2;pc_24h>=1
2026-09-04T23:52:17Z,daytrade,7,5,0,0,0,0,ret_30m<,5,ret_30m>,6,ret_30m<=5;rsi14>=1;ema_spread<=1,ret_30m>=6;ema_spread>=1
2026-09-04T23:52:17Z,aggressive,33,2,1,0,0,1,pc_1h<,28,,0,pc_1h<=28;pc_24h<=4,
2026-09-04T23:53:28Z,conservative,10,6,0,0,0,0,pc_24h<,8,,0,pc_24h<=8;pc_1h<=1;pc_14d<=1,
2026-09-04T23:53:28Z,longshort,16,5,2,0,0,2,pc_1h<,13,pc_1h>,13,pc_1h<=13;pc_24h<=1,pc_1h>=13;pc_7d>=2;pc_24h>=1
2026-09-04T23:53:28Z,daytrade,8,4,0,0,0,0,ret_30m<,7,ret_30m>,7,ret_30m<=7;ema_spread<=1,ret_30m>=7;ema_spread>=1
2026-09-04T23:53:28Z,aggressive,33,2,1,0,0,1,pc_1h<,28,,0,pc_1h<=28;pc_24h<=4,
2026-09-04T23:54:37Z,conservative,10,6,0,0,0,0,pc_24h<,8,,0,pc_24h<=8;pc_1h<=1;pc_14d<=1,
2026-09-04T23:54:37Z,longshort,16,5,2,0,0,2,pc_1h<,13,pc_1h>,13,pc_1h<=13;pc_24h<=1,pc_1h>=13;pc_7d>=2;pc_24h>=1
2026-09-04T23:54:37Z,daytrade,8,4,0,0,0,0,ret_30m<,8,ret_30m>,7,ret_30m<=8,ret_30m>=7;ema_spread>=1
2026-09-04T23:54:37Z,aggressive,33,2,1,0,0,1,pc_1h<,28,,0,pc_1h<=28;pc_24h<=4,
2026-09-04T23:55:38Z,conservative,10,6,0,0,0,0,pc_24h<,8,,0,pc_24h<=8;pc_1h<=1;pc_14d<=1,
2026-09-04T23:55:38Z,longshort,16,5,2,0,0,2,pc_1h<,13,pc_1h>,13,pc_1h<=13;pc_24h<=1,pc_1h>=13;pc_7d>=2;pc_24h>=1
2026-09-04T23:55:38Z,daytrade,8,4,0,0,0,0,ret_30m<,8,ret_30m>,7,ret_30m<=8,ret_30m>=7;ema_spread>=1
2026-09-04T23:55:38Z,aggressive,34,2,1,0,0,1,pc_1h<,29,,0,pc_1h<=29;pc_24h<=4,
2026-09-04T23:56:43Z,conservative,10,6,0,0,0,0,pc_24h<,8,,0,pc_24h<=8;pc_1h<=1;pc_14d<=1,
2026-09-04T23:56:43Z,longshort,16,5,2,0,0,2,pc_1h<,13,pc_1h>,13,pc_1h<=13;pc_24h<=1,pc_1h>=13;pc_7d>=2;pc_24h>=1
2026-09-04T23:56:43Z,daytrade,8,4,0,0,0,0,ret_30m<,8,ret_30m>,7,ret_30m<=8,ret_30m>=7;ema_spread>=1
2026-09-04T23:56:43Z,aggressive,33,2,1,0,0,1,pc_1h<,28,,0,pc_1h<=28;pc_24h<=4,
2026-09-04T23:57:54Z,conservative,10,6,0,0,0,0,pc_24h<,8,,0,pc_24h<=8;pc_1h<=1;pc_14d<=1,
2026-09-04T23:57:54Z,longshort,16,5,2,0,0,2,pc_1h<,13,pc_1h>,13,pc_1h<=13;pc_24h<=1,pc_1h>=13;pc_7d>=2;pc_24h>=1
2026-09-04T23:57:54Z,daytrade,8,4,0,0,0,0,ret_30m<,8,ret_30m>,7,ret_30m<=8,ret_30m>=7;ema_spread>=1
2026-09-04T23:57:54Z,aggressive,33,2,1,0,0,1,pc_1h<,28,,0,pc_1h<=28;pc_24h<=4,
2026-09-04T23:59:04Z,conservative,10,6,0,0,0,0,pc_24h<,8,,0,pc_24h<=8;pc_1h<=1;pc_14d<=1,
2026-09-04T23:59:04Z,longshort,16,5,2,0,0,2,pc_1h<,13,pc_1h>,13,pc_1h<=13;pc_24h<=1,pc_1h>=13;pc_7d>=2;pc_24h>=1
2026-09-04T23:59:04Z,daytrade,8,4,0,0,0,0,ret_30m<,8,ret_30m>,7,ret_30m<=8,ret_30m>=7;ema_spread>=1
2026-09-04T23:59:04Z,aggressive,33,2,1,0,0,1,pc_1h<,28,,0,pc_1h<=28;pc_24h<=4,
2026-09-05T00:00:14Z,conservative,10,6,0,0,0,0,pc_24h<,8,,0,pc_24h<=8;pc_1h<=1;pc_14d<=1,
2026-09-05T00:00:14Z,longshort,16,5,2,0,0,2,pc_1h<,13,pc_1h>,13,pc_1h<=13;pc_24h<=1,pc_1h>=13;pc_7d>=2;pc_24h>=1
2026-09-05T00:00:14Z,daytrade,8,4,0,0,0,0,ret_30m<,8,ret_30m>,7,ret_30m<=8,ret_30m>=7;ema_spread>=1
2026-09-05T00:00:14Z,aggressive,34,2,1,0,0,1,pc_1h<,29,,0,pc_1h<=29;pc_24h<=4,
2026-09-05T00:05:15Z,conservative,10,6,0,0,0,0,pc_24h<,9,,0,pc_24h<=9;pc_14d<=1,
2026-09-05T00:05:15Z,longshort,16,5,1,1,0,2,pc_1h<,10,pc_1h>,15,pc_1h<=10;pc_24h<=5,pc_1h>=15
2026-09-05T00:05:15Z,daytrade,8,4,0,0,0,0,ret_30m<,8,ret_30m>,7,ret_30m<=8,ret_30m>=7;ema_spread>=1
2026-09-05T00:05:15Z,aggressive,34,2,1,0,0,1,pc_24h<,23,,0,pc_24h<=23;pc_1h<=10,
2026-09-05T00:06:38Z,conservative,10,6,0,0,0,0,pc_24h<,9,,0,pc_24h<=9;pc_14d<=1,
2026-09-05T00:06:38Z,longshort,16,5,1,1,0,2,pc_1h<,10,pc_1h>,15,pc_1h<=10;pc_24h<=5,pc_1h>=15
2026-09-05T00:06:38Z,daytrade,8,4,0,0,0,0,ret_30m<,8,ret_30m>,6,ret_30m<=8,ret_30m>=6;ema_spread>=1;rsi14>=1
2026-09-05T00:06:38Z,aggressive,34,2,1,0,0,1,pc_24h<,23,,0,pc_24h<=23;pc_1h<=10,
2026-09-05T00:07:55Z,conservative,10,6,0,0,0,0,pc_24h<,9,,0,pc_24h<=9;pc_14d<=1,
2026-09-05T00:07:55Z,longshort,16,5,1,1,0,2,pc_1h<,10,pc_1h>,15,pc_1h<=10;pc_24h<=5,pc_1h>=15
2026-09-05T00:07:55Z,daytrade,8,4,0,0,0,0,ret_30m<,8,ret_30m>,6,ret_30m<=8,ret_30m>=6;ema_spread>=1;rsi14>=1
2026-09-05T00:07:55Z,aggressive,34,2,1,0,0,1,pc_24h<,23,,0,pc_24h<=23;pc_1h<=10,
2026-09-05T00:08:58Z,conservative,10,6,0,0,0,0,pc_24h<,9,,0,pc_24h<=9;pc_14d<=1,
2026-09-05T00:08:58Z,longshort,16,5,1,1,0,2,pc_1h<,10,pc_1h>,15,pc_1h<=10;pc_24h<=5,pc_1h>=15
2026-09-05T00:08:58Z,daytrade,8,4,0,0,0,0,ret_30m<,8,ret_30m>,6,ret_30m<=8,ret_30m>=6;ema_spread>=1;rsi14>=1
2026-09-05T00:08:58Z,aggressive,34,2,1,0,0,1,pc_24h<,23,,0,pc_24h<=23;pc_1h<=10,
2026-09-05T00:09:46Z,conservative,10,6,0,0,0,0,pc_24h<,9,,0,pc_24h<=9;pc_14d<=1,
2026-09-05T00:09:46Z,longshort,16,5,1,1,0,2,pc_1h<,10,pc_1h>,15,pc_1h<=10;pc_24h<=5,pc_1h>=15
2026-09-05T00:09:46Z,daytrade,9,3,0,0,0,0,ret_30m<,9,ret_30m>,7,ret_30m<=9,ret_30m>=7;ema_spread>=1;rsi14>=1
2026-09-05T00:09:46Z,aggressive,34,2,1,0,0,1,pc_24h<,23,,0,pc_24h<=23;pc_1h<=10,
2026-09-05T00:10:56Z,conservative,10,6,0,0,0,0,pc_24h<,9,,0,pc_24h<=9;pc_14d<=1,
2026-09-05T00:10:56Z,longshort,16,5,1,1,0,2,pc_1h<,10,pc_1h>,15,pc_1h<=10;pc_24h<=5,pc_1h>=15
2026-09-05T00:10:56Z,daytrade,10,2,0,0,0,0,ret_30m<,10,ret_30m>,8,ret_30m<=10,ret_30m>=8;ema_spread>=1;rsi14>=1
2026-09-05T00:10:56Z,aggressive,33,2,1,0,0,1,pc_24h<,23,,0,pc_24h<=23;pc_1h<=9,
2026-09-05T00:12:07Z,conservative,10,6,0,0,0,0,pc_24h<,9,,0,pc_24h<=9;pc_14d<=1,
2026-09-05T00:12:07Z,longshort,16,5,1,1,0,2,pc_1h<,10,pc_1h>,15,pc_1h<=10;pc_24h<=5,pc_1h>=15
2026-09-05T00:12:07Z,daytrade,9,3,0,0,0,0,ret_30m<,9,ret_30m>,7,ret_30m<=9,ret_30m>=7;ema_spread>=1;rsi14>=1
2026-09-05T00:12:07Z,aggressive,34,2,1,0,0,1,pc_24h<,23,,0,pc_24h<=23;pc_1h<=10,
2026-09-05T00:13:17Z,conservative,10,6,0,0,0,0,pc_24h<,9,,0,pc_24h<=9;pc_14d<=1,
2026-09-05T00:13:17Z,longshort,16,5,1,1,0,2,pc_1h<,10,pc_1h>,15,pc_1h<=10;pc_24h<=5,pc_1h>=15
2026-09-05T00:13:17Z,daytrade,9,3,0,0,0,0,ret_30m<,9,ret_30m>,7,ret_30m<=9,ret_30m>=7;ema_spread>=1;rsi14>=1
2026-09-05T00:13:17Z,aggressive,34,2,1,0,0,1,pc_24h<,23,,0,pc_24h<=23;pc_1h<=10,
2026-09-05T00:19:21Z,conservative,10,6,0,0,0,0,pc_24h<,9,,0,pc_24h<=9;pc_14d<=1,
2026-09-05T00:19:21Z,longshort,16,5,1,1,0,2,pc_1h<,10,pc_1h>,15,pc_1h<=10;pc_24h<=5,pc_1h>=15
2026-09-05T00:19:21Z,daytrade,10,2,0,0,0,0,ret_30m<,10,ret_30m>,8,ret_30m<=10,ret_30m>=8;ema_spread>=1;rsi14>=1
2026-09-05T00:19:21Z,aggressive,33,2,1,0,0,1,pc_24h<,22,,0,pc_24h<=22;pc_1h<=10,
2026-09-05T00:20:32Z,conservative,10,6,0,0,0,0,pc_24h<,9,,0,pc_24h<=9;pc_14d<=1,
2026-09-05T00:20:32Z,longshort,16,5,1,1,0,2,pc_1h<,10,pc_1h>,15,pc_1h<=10;pc_24h<=5,pc_1h>=15
2026-09-05T00:20:32Z,daytrade,10,2,0,0,0,0,ret_30m<,10,ret_30m>,8,ret_30m<=10,ret_30m>=8;ema_spread>=2
2026-09-05T00:20:32Z,aggressive,33,2,1,0,0,1,pc_24h<,22,,0,pc_24h<=22;pc_1h<=10,
2026-09-05T00:21:42Z,conservative,10,6,0,0,0,0,pc_24h<,9,,0,pc_24h<=9;pc_14d<=1,
2026-09-05T00:21:42Z,longshort,16,5,1,1,0,2,pc_1h<,10,pc_1h>,15,pc_1h<=10;pc_24h<=5,pc_1h>=15
2026-09-05T00:21:42Z,daytrade,10,2,0,0,0,0,ret_30m<,10,ret_30m>,7,ret_30m<=10,ret_30m>=7;ema_spread>=1;range_pos>=1;rsi14>=1
2026-09-05T00:21:42Z,aggressive,33,2,1,0,0,1,pc_24h<,22,,0,pc_24h<=22;pc_1h<=10,
2026-09-05T00:22:42Z,conservative,10,6,0,0,0,0,pc_24h<,9,,0,pc_24h<=9;pc_14d<=1,
2026-09-05T00:22:42Z,longshort,16,5,1,1,0,2,pc_1h<,10,pc_1h>,15,pc_1h<=10;pc_24h<=5,pc_1h>=15
2026-09-05T00:22:42Z,daytrade,10,2,0,0,0,0,ret_30m<,10,ret_30m>,7,ret_30m<=10,ret_30m>=7;ema_spread>=1;range_pos>=1;rsi14>=1
2026-09-05T00:22:42Z,aggressive,33,2,1,0,0,1,pc_24h<,22,,0,pc_24h<=22;pc_1h<=10,
2026-09-05T00:23:52Z,conservative,10,6,0,0,0,0,pc_24h<,9,,0,pc_24h<=9;pc_14d<=1,
2026-09-05T00:23:52Z,longshort,16,5,1,1,0,2,pc_1h<,10,pc_1h>,15,pc_1h<=10;pc_24h<=5,pc_1h>=15
2026-09-05T00:23:52Z,daytrade,10,2,0,0,0,0,ret_30m<,10,ret_30m>,7,ret_30m<=10,ret_30m>=7;ema_spread>=1;range_pos>=1;rsi14>=1
