timestamp,conservative,longshort,daytrade,aggressive,combined
2026-09-04T06:41:47Z,9911.41,9819.25,9893.71,9666.52,39290.89
2026-09-04T06:42:55Z,9915.66,9824.17,9895.94,9663.80,39299.58
2026-09-04T06:46:16Z,9918.36,9837.38,9895.88,9657.80,39309.42
2026-09-04T06:48:09Z,9920.32,9841.71,9897.95,9657.28,39317.27
2026-09-04T06:49:57Z,9917.79,9837.76,9896.61,9647.11,39299.26
2026-09-04T06:50:39Z,9917.79,9837.76,9896.61,9647.11,39299.26
2026-09-04T06:54:55Z,9914.44,9832.05,9901.76,9659.65,39307.90
2026-09-04T07:01:56Z,9915.15,9844.18,9901.98,9667.68,39329.00
2026-09-04T07:03:24Z,9918.07,9846.06,9902.37,9670.72,39337.23
2026-09-04T07:04:25Z,9920.88,9850.05,9904.91,9680.12,39355.96
2026-09-04T07:05:25Z,9920.83,9851.97,9905.38,9685.26,39363.43
2026-09-04T07:08:16Z,9923.04,9859.93,9910.06,9699.93,39392.96
2026-09-04T07:09:26Z,9925.81,9868.12,9914.02,9713.87,39421.81
2026-09-04T07:10:26Z,9925.81,9868.12,9914.02,9713.87,39421.81
2026-09-04T07:11:27Z,9929.12,9873.37,9917.03,9723.99,39443.51
2026-09-04T07:12:39Z,9930.74,9873.48,9917.24,9728.17,39449.63
2026-09-04T07:13:48Z,9930.53,9872.63,9916.73,9731.63,39451.52
2026-09-04T07:14:59Z,9931.08,9874.05,9916.87,9729.80,39451.80
2026-09-04T07:16:00Z,9933.83,9877.06,9918.20,9739.23,39468.31
2026-09-04T07:19:17Z,9925.74,9868.56,9916.38,9729.48,39440.16
2026-09-04T07:20:27Z,9926.83,9874.29,9921.13,9732.25,39454.49
2026-09-04T07:21:30Z,9925.86,9875.71,9922.78,9734.23,39458.58
2026-09-04T07:22:31Z,9928.63,9878.25,9923.08,9738.24,39468.21
2026-09-04T07:23:40Z,9924.52,9873.43,9921.26,9731.53,39450.74
2026-09-04T07:24:51Z,9923.59,9871.75,9920.77,9724.43,39440.54
2026-09-04T07:26:01Z,9923.76,9873.45,9922.11,9718.99,39438.30
2026-09-04T07:27:04Z,9923.14,9873.68,9922.92,9728.76,39448.50
