timestamp,universe,breadth_up_pct,median_24h,p10_24h,p90_24h,btc_24h,eth_24h,total_volume_bn
2026-09-04T18:45:16Z,59,20.3,-2.05,-5.31,1.33,-1.66,-1.92,74.38
2026-09-04T18:46:36Z,60,21.7,-2.0,-4.55,1.59,-1.67,-1.95,74.28
2026-09-04T18:48:07Z,60,20.0,-2.03,-4.66,1.67,-1.7,-1.99,74.27
2026-09-04T18:49:08Z,60,20.0,-2.04,-4.72,1.5,-1.71,-2.02,74.22
2026-09-04T18:49:42Z,60,20.0,-2.04,-4.72,1.5,-1.71,-2.02,74.22
2026-09-04T18:50:53Z,60,21.7,-2.09,-4.96,1.63,-1.73,-2.09,74.21
2026-09-04T18:52:03Z,60,20.0,-2.16,-4.9,1.61,-1.76,-2.16,74.14
2026-09-04T18:54:03Z,60,16.7,-2.18,-5.01,1.38,-1.86,-2.34,74.21
2026-09-04T18:55:06Z,60,16.7,-2.2,-5.47,1.63,-1.91,-2.33,74.1
2026-09-04T18:56:16Z,60,16.7,-2.19,-5.23,1.74,-1.91,-2.33,74.08
2026-09-04T18:57:27Z,60,18.3,-2.18,-5.18,1.7,-1.92,-2.37,74.08
2026-09-04T18:59:43Z,60,20.0,-2.19,-5.31,1.28,-2.02,-2.48,73.94
2026-09-04T19:00:46Z,60,21.7,-2.25,-5.29,1.46,-1.99,-2.46,73.97
2026-09-04T19:01:57Z,60,21.7,-2.18,-5.53,1.25,-1.99,-2.5,73.92
2026-09-04T19:03:08Z,60,23.3,-2.25,-5.56,1.0,-1.97,-2.52,73.59
2026-09-04T19:06:39Z,60,20.0,-2.44,-5.62,0.93,-2.01,-2.57,73.52
2026-09-04T19:07:51Z,60,23.3,-2.24,-5.45,1.14,-1.84,-2.38,73.39
2026-09-04T19:09:02Z,60,21.7,-2.26,-5.41,1.28,-1.85,-2.32,73.12
2026-09-04T19:10:02Z,60,25.0,-2.26,-5.41,1.53,-1.87,-2.26,73.02
2026-09-04T19:10:47Z,60,25.0,-2.26,-5.41,1.53,-1.87,-2.26,73.02
2026-09-04T19:11:57Z,60,23.3,-2.29,-5.36,1.5,-1.91,-2.3,73.0
2026-09-04T19:13:09Z,60,23.3,-2.28,-5.35,1.17,-1.88,-2.28,73.15
2026-09-04T19:14:20Z,60,20.0,-2.33,-5.43,1.23,-1.91,-2.33,73.11
2026-09-04T19:18:33Z,59,18.6,-2.21,-5.39,0.81,-1.88,-2.21,72.77
2026-09-04T19:19:43Z,60,20.0,-2.19,-5.33,2.75,-1.87,-2.19,72.85
2026-09-04T19:20:54Z,59,18.6,-2.32,-5.53,0.51,-1.98,-2.32,72.85
2026-09-04T19:21:55Z,59,20.3,-2.37,-5.51,0.63,-2.05,-2.37,73.03
2026-09-04T19:22:59Z,59,16.9,-2.42,-5.31,0.61,-2.15,-2.42,72.93
2026-09-04T19:24:09Z,59,18.6,-2.4,-5.29,0.57,-2.16,-2.4,72.77
2026-09-04T19:25:21Z,59,18.6,-2.37,-5.34,0.76,-2.13,-2.37,72.79
2026-09-04T19:26:31Z,59,20.3,-2.24,-5.13,0.65,-2.01,-2.24,72.81
2026-09-04T19:28:43Z,59,22.0,-2.21,-5.17,0.49,-2.1,-2.3,72.76
2026-09-04T19:29:54Z,59,22.0,-2.26,-5.18,0.65,-2.13,-2.31,72.67
2026-09-04T19:31:04Z,59,22.0,-2.13,-5.06,0.93,-2.1,-2.24,72.63
2026-09-04T19:32:15Z,59,18.6,-2.13,-4.93,0.8,-2.07,-2.17,72.93
2026-09-04T19:34:19Z,59,18.6,-2.21,-4.9,0.87,-2.11,-2.22,72.82
2026-09-04T19:35:27Z,59,18.6,-2.19,-4.87,0.84,-2.08,-2.21,72.69
2026-09-04T19:37:33Z,59,20.3,-2.1,-4.78,0.9,-2.04,-2.14,72.64
2026-09-04T19:38:45Z,59,18.6,-2.08,-4.93,0.89,-2.07,-2.16,72.69
2026-09-04T19:39:48Z,59,20.3,-2.17,-5.01,0.94,-2.17,-2.26,72.7
2026-09-04T19:41:02Z,59,18.6,-2.26,-5.07,0.91,-2.28,-2.32,72.69
2026-09-04T19:42:04Z,59,20.3,-2.36,-5.25,0.97,-2.33,-2.37,72.6
2026-09-04T19:43:21Z,59,22.0,-2.31,-5.28,1.0,-2.31,-2.4,72.66
2026-09-04T19:44:37Z,59,22.0,-2.29,-5.15,1.26,-2.27,-2.38,72.47
2026-09-04T19:45:43Z,59,20.3,-2.32,-5.14,1.32,-2.32,-2.41,72.62
2026-09-04T19:51:17Z,59,23.7,-1.96,-4.74,1.41,-2.15,-2.21,72.42
2026-09-04T19:52:28Z,59,23.7,-1.97,-4.74,1.42,-2.24,-2.25,72.34
2026-09-04T19:53:40Z,59,22.0,-2.06,-4.73,1.3,-2.38,-2.36,72.37
2026-09-04T19:54:41Z,59,23.7,-2.07,-4.72,1.29,-2.39,-2.34,72.24
2026-09-04T19:55:53Z,59,22.0,-2.12,-4.75,1.26,-2.44,-2.37,72.39
2026-09-04T19:57:04Z,59,22.0,-2.1,-4.83,1.21,-2.46,-2.36,72.16
2026-09-04T19:58:15Z,59,22.0,-2.18,-4.86,1.12,-2.5,-2.4,72.17
2026-09-04T19:59:25Z,59,22.0,-2.31,-4.79,1.27,-2.42,-2.35,72.24
2026-09-04T20:04:17Z,59,23.7,-2.06,-4.97,1.38,-2.06,-2.11,71.84
2026-09-04T20:05:27Z,59,23.7,-2.19,-5.25,2.05,-2.19,-2.24,71.72
2026-09-04T20:06:39Z,59,23.7,-2.16,-5.17,2.18,-2.16,-2.21,71.75
2026-09-04T20:07:40Z,59,23.7,-2.16,-5.08,2.19,-2.11,-2.23,71.7
2026-09-04T20:08:41Z,59,22.0,-2.23,-5.17,2.14,-2.23,-2.36,71.54
2026-09-04T20:09:51Z,59,22.0,-2.29,-5.25,1.93,-2.31,-2.42,71.65
2026-09-04T20:11:02Z,59,23.7,-2.28,-5.33,1.99,-2.2,-2.34,71.6
2026-09-04T20:12:14Z,59,23.7,-2.3,-5.22,2.04,-2.15,-2.3,71.44
2026-09-04T20:17:17Z,59,20.3,-2.08,-4.89,2.46,-1.97,-2.27,71.37
2026-09-04T20:18:29Z,59,20.3,-2.23,-5.05,2.56,-2.05,-2.32,71.44
2026-09-04T20:19:39Z,59,18.6,-2.21,-5.02,2.91,-1.99,-2.27,71.38
2026-09-04T20:20:42Z,59,18.6,-2.21,-5.02,2.69,-2.0,-2.25,71.31
2026-09-04T20:21:51Z,59,18.6,-2.13,-5.03,2.67,-1.98,-2.19,71.28
2026-09-04T20:23:02Z,59,20.3,-2.05,-4.88,2.98,-1.95,-2.05,71.42
2026-09-04T20:24:12Z,59,20.3,-2.11,-4.92,2.79,-1.96,-2.12,71.28
2026-09-04T20:25:21Z,59,20.3,-2.11,-5.03,2.59,-1.97,-2.11,71.26
2026-09-04T20:28:34Z,59,20.3,-2.19,-5.07,2.23,-2.09,-2.2,71.3
2026-09-04T20:29:44Z,59,20.3,-2.28,-5.29,2.25,-2.19,-2.28,71.24
2026-09-04T20:30:55Z,59,20.3,-2.27,-5.28,2.31,-2.17,-2.27,71.15
2026-09-04T20:31:55Z,59,20.3,-2.26,-5.25,2.31,-2.18,-2.26,71.21
2026-09-04T20:34:03Z,59,20.3,-2.14,-5.07,2.31,-2.11,-2.15,71.15
2026-09-04T20:35:14Z,59,20.3,-2.12,-4.95,2.37,-2.12,-2.13,71.08
2026-09-04T20:36:25Z,59,18.6,-2.13,-4.98,2.42,-2.13,-2.12,71.03
2026-09-04T20:37:25Z,59,18.6,-2.1,-4.99,2.45,-2.11,-2.1,71.03
2026-09-04T20:38:32Z,59,18.6,-2.06,-5.1,2.31,-2.16,-2.06,71.02
2026-09-04T20:39:43Z,59,20.3,-2.07,-4.94,2.36,-2.18,-2.07,71.02
2026-09-04T20:40:54Z,59,20.3,-2.11,-5.24,2.63,-2.19,-2.11,71.08
2026-09-04T20:42:05Z,59,20.3,-2.07,-5.17,2.34,-2.19,-2.07,70.97
2026-09-04T20:47:17Z,59,20.3,-2.06,-5.09,2.59,-2.12,-2.04,70.92
2026-09-04T20:48:28Z,59,20.3,-2.08,-5.14,2.47,-2.17,-2.05,70.84
2026-09-04T20:49:39Z,59,20.3,-2.11,-5.22,2.52,-2.2,-2.08,70.88
2026-09-04T20:50:40Z,59,18.6,-2.08,-5.27,2.49,-2.17,-2.05,70.91
2026-09-04T20:51:42Z,59,18.6,-2.15,-5.27,2.79,-2.23,-2.15,70.88
2026-09-04T20:52:53Z,59,18.6,-2.19,-5.26,2.79,-2.25,-2.19,70.91
2026-09-04T20:54:04Z,59,18.6,-2.15,-5.26,3.02,-2.2,-2.15,70.83
2026-09-04T20:55:15Z,59,20.3,-2.16,-5.33,2.83,-2.15,-2.16,70.81
2026-09-04T20:59:59Z,59,18.6,-2.15,-5.25,3.21,-2.11,-2.11,70.92
2026-09-04T21:01:09Z,59,18.6,-2.17,-5.2,3.39,-2.17,-2.14,70.79
2026-09-04T21:02:20Z,59,18.6,-2.13,-5.28,3.42,-2.12,-2.13,70.79
2026-09-04T21:03:21Z,59,18.6,-2.17,-5.23,3.2,-2.13,-2.11,70.49
2026-09-04T21:04:14Z,59,18.6,-2.17,-5.23,3.2,-2.13,-2.11,70.49
2026-09-04T21:05:26Z,59,20.3,-2.15,-5.22,3.46,-2.05,-2.01,70.47
2026-09-04T21:06:36Z,59,20.3,-2.16,-5.23,3.6,-2.0,-1.95,70.47
2026-09-04T21:07:47Z,59,20.3,-2.11,-5.33,3.53,-1.97,-1.97,70.45
2026-09-04T21:13:17Z,60,20.0,-2.13,-5.41,3.36,-2.09,-2.1,70.51
2026-09-04T21:14:27Z,60,20.0,-2.18,-5.41,3.22,-2.18,-2.17,70.43
2026-09-04T21:15:38Z,60,20.0,-2.14,-5.36,2.94,-2.19,-2.22,70.4
2026-09-04T21:16:39Z,59,18.6,-2.15,-5.62,2.97,-2.15,-2.21,70.29
2026-09-04T21:17:47Z,59,18.6,-2.25,-5.6,3.31,-2.17,-2.25,70.25
2026-09-04T21:18:56Z,59,20.3,-2.19,-5.6,3.37,-2.19,-2.27,70.22
2026-09-04T21:20:07Z,59,20.3,-2.19,-5.6,3.37,-2.19,-2.27,70.22
2026-09-04T21:21:19Z,59,16.9,-2.22,-5.57,3.48,-2.21,-2.22,70.18
2026-09-04T21:24:11Z,60,21.7,-2.11,-5.33,3.56,-2.11,-2.1,69.99
2026-09-04T21:25:20Z,60,21.7,-2.11,-5.19,3.6,-2.11,-2.09,70.04
2026-09-04T21:26:31Z,60,21.7,-2.12,-5.15,3.65,-2.12,-2.12,70.09
2026-09-04T21:27:31Z,60,20.0,-2.16,-5.13,3.82,-2.15,-2.16,70.08
2026-09-04T21:29:17Z,60,20.0,-2.19,-5.06,3.8,-2.19,-2.19,70.07
2026-09-04T21:30:28Z,60,16.7,-2.27,-5.24,3.72,-2.37,-2.3,70.02
2026-09-04T21:31:38Z,60,16.7,-2.39,-5.4,3.38,-2.54,-2.44,69.99
2026-09-04T21:32:39Z,60,16.7,-2.4,-5.44,3.48,-2.59,-2.43,69.89
2026-09-04T21:33:44Z,60,16.7,-2.35,-5.43,3.44,-2.6,-2.41,69.68
2026-09-04T21:35:40Z,60,18.3,-2.48,-5.71,2.92,-2.8,-2.63,69.56
2026-09-04T21:36:58Z,60,18.3,-2.43,-5.56,3.18,-2.58,-2.51,69.47
2026-09-04T21:38:09Z,60,18.3,-2.28,-5.48,3.37,-2.49,-2.42,69.34
2026-09-04T21:42:21Z,60,20.0,-2.26,-5.0,4.55,-2.27,-2.27,69.09
2026-09-04T21:43:31Z,60,18.3,-2.17,-4.92,4.33,-2.19,-2.16,68.98
2026-09-04T21:44:42Z,60,16.7,-2.15,-4.88,4.29,-2.15,-2.13,69.04
2026-09-04T21:46:02Z,60,21.7,-2.11,-4.85,3.91,-2.14,-2.11,69.0
2026-09-04T21:46:42Z,60,21.7,-2.11,-4.85,3.91,-2.14,-2.11,69.0
2026-09-04T21:47:52Z,60,21.7,-1.97,-4.72,3.9,-2.02,-2.01,69.02
2026-09-04T21:49:02Z,60,21.7,-2.04,-4.74,3.63,-2.06,-2.04,69.1
2026-09-04T21:50:12Z,60,21.7,-2.05,-4.75,3.68,-2.15,-2.08,69.07
2026-09-04T21:56:17Z,59,16.9,-2.59,-5.56,2.78,-2.5,-2.45,68.99
2026-09-04T21:57:28Z,59,18.6,-2.58,-5.54,2.84,-2.47,-2.39,69.0
2026-09-04T21:58:38Z,59,16.9,-2.59,-5.45,2.79,-2.42,-2.36,69.01
2026-09-04T21:59:39Z,60,18.3,-2.54,-5.38,3.18,-2.43,-2.38,69.04
2026-09-04T22:00:50Z,60,16.7,-2.52,-5.26,3.25,-2.38,-2.34,69.07
2026-09-04T22:02:00Z,60,20.0,-2.27,-5.08,3.31,-2.25,-2.25,69.0
2026-09-04T22:03:12Z,60,21.7,-2.12,-4.96,3.46,-2.17,-2.11,68.81
2026-09-04T22:04:22Z,60,21.7,-2.23,-5.05,3.3,-2.23,-2.2,68.78
2026-09-04T22:09:17Z,60,21.7,-2.18,-4.99,3.49,-2.22,-2.17,68.67
2026-09-04T22:10:26Z,60,21.7,-2.19,-4.86,3.48,-2.19,-2.14,68.64
2026-09-04T22:11:37Z,60,21.7,-2.16,-4.79,3.47,-2.16,-2.11,68.6
2026-09-04T22:12:37Z,60,21.7,-2.21,-4.79,3.29,-2.11,-2.08,68.6
2026-09-04T22:13:47Z,59,20.3,-2.13,-4.86,2.48,-2.02,-2.01,68.56
2026-09-04T22:14:57Z,59,20.3,-2.21,-4.99,2.14,-2.12,-2.09,68.52
2026-09-04T22:16:07Z,59,20.3,-2.23,-5.12,2.2,-2.1,-2.05,68.42
2026-09-04T22:17:18Z,60,21.7,-2.31,-5.15,3.63,-2.1,-2.13,68.53
2026-09-04T22:22:16Z,60,23.3,-2.3,-4.97,4.33,-1.96,-2.06,68.33
2026-09-04T22:23:27Z,60,21.7,-2.29,-5.02,4.22,-1.99,-2.07,68.33
2026-09-04T22:24:37Z,60,21.7,-2.23,-4.98,4.49,-1.95,-1.99,68.33
2026-09-04T22:25:38Z,60,23.3,-2.1,-4.84,4.53,-1.9,-1.94,68.23
2026-09-04T22:26:45Z,60,21.7,-2.06,-4.78,4.39,-1.92,-1.96,68.28
2026-09-04T22:28:04Z,60,23.3,-1.86,-4.62,4.81,-1.83,-1.8,68.26
2026-09-04T22:29:15Z,60,21.7,-1.91,-4.64,4.4,-1.84,-1.79,68.3
2026-09-04T22:30:25Z,60,23.3,-1.88,-4.59,4.34,-1.82,-1.75,68.2
2026-09-04T22:32:39Z,60,23.3,-1.79,-4.49,4.33,-1.79,-1.75,68.21
2026-09-04T22:33:49Z,60,25.0,-1.67,-4.36,4.61,-1.67,-1.63,68.17
2026-09-04T22:34:59Z,60,25.0,-1.53,-4.0,4.65,-1.53,-1.53,68.07
2026-09-04T22:36:10Z,60,25.0,-1.64,-4.0,4.65,-1.64,-1.58,68.0
2026-09-04T22:39:59Z,60,25.0,-1.73,-4.18,4.65,-1.73,-1.55,67.86
2026-09-04T22:41:10Z,60,26.7,-1.79,-4.23,4.4,-1.79,-1.58,67.8
2026-09-04T22:42:21Z,60,21.7,-1.83,-4.24,4.33,-1.86,-1.67,67.74
2026-09-04T22:43:21Z,60,21.7,-1.82,-4.09,4.35,-1.84,-1.67,67.68
2026-09-04T22:44:33Z,60,25.0,-1.81,-4.11,4.37,-1.82,-1.68,67.72
2026-09-04T22:45:44Z,60,23.3,-1.81,-4.13,4.35,-1.83,-1.72,67.62
2026-09-04T22:46:55Z,60,23.3,-1.84,-4.33,4.34,-1.9,-1.84,67.6
2026-09-04T22:48:05Z,60,23.3,-1.88,-4.39,4.23,-1.91,-1.88,67.64
2026-09-04T22:53:16Z,60,23.3,-1.88,-4.34,4.36,-1.76,-1.89,67.5
2026-09-04T22:54:27Z,60,26.7,-1.89,-4.32,4.91,-1.84,-1.91,67.57
2026-09-04T22:55:38Z,60,26.7,-1.88,-4.25,5.24,-1.82,-1.88,67.58
2026-09-04T22:56:39Z,60,25.0,-1.86,-4.3,5.38,-1.79,-1.83,67.53
2026-09-04T22:58:51Z,60,25.0,-1.89,-4.31,5.41,-1.78,-1.82,67.5
2026-09-04T23:00:02Z,60,25.0,-1.92,-4.61,5.38,-1.85,-1.86,67.45
2026-09-04T23:01:12Z,60,25.0,-1.84,-4.84,5.36,-1.83,-1.8,67.44
2026-09-04T23:02:22Z,60,25.0,-1.87,-4.83,5.34,-1.87,-1.82,67.44
2026-09-04T23:08:16Z,60,23.3,-1.99,-4.73,4.78,-1.9,-1.88,67.21
2026-09-04T23:09:25Z,60,23.3,-1.93,-4.73,5.42,-1.89,-1.89,67.12
2026-09-04T23:10:36Z,60,23.3,-1.96,-4.6,5.39,-1.88,-1.9,67.16
2026-09-04T23:11:36Z,60,25.0,-1.93,-4.54,5.41,-1.84,-1.85,67.18
2026-09-04T23:12:46Z,60,25.0,-1.93,-4.51,5.38,-1.77,-1.85,67.16
2026-09-04T23:13:57Z,60,25.0,-1.92,-4.5,5.36,-1.79,-1.82,67.07
2026-09-04T23:15:08Z,60,25.0,-1.8,-4.49,5.37,-1.8,-1.8,67.06
2026-09-04T23:16:18Z,60,25.0,-1.88,-4.44,5.37,-1.89,-1.83,66.93
2026-09-04T23:21:17Z,60,25.0,-1.87,-4.51,5.32,-1.95,-1.89,66.74
2026-09-04T23:22:27Z,60,25.0,-1.84,-4.42,5.29,-1.92,-1.84,66.95
2026-09-04T23:23:58Z,60,25.0,-1.81,-4.39,5.32,-1.87,-1.73,66.96
2026-09-04T23:24:58Z,60,25.0,-1.71,-4.37,5.92,-1.83,-1.7,66.83
2026-09-04T23:25:56Z,60,25.0,-1.71,-4.37,5.92,-1.83,-1.7,66.83
2026-09-04T23:27:07Z,60,25.0,-1.74,-4.47,6.01,-1.81,-1.74,66.85
2026-09-04T23:28:17Z,60,25.0,-1.75,-4.46,5.51,-1.79,-1.75,66.89
2026-09-04T23:29:28Z,60,26.7,-1.75,-4.47,5.75,-1.77,-1.75,66.81
2026-09-04T23:33:14Z,60,26.7,-1.74,-4.54,5.29,-1.75,-1.81,66.73
2026-09-04T23:34:24Z,60,28.3,-1.82,-4.56,4.76,-1.82,-1.89,66.73
2026-09-04T23:35:35Z,60,26.7,-1.82,-4.5,4.77,-1.82,-1.9,66.76
2026-09-04T23:36:38Z,60,28.3,-1.83,-4.56,4.78,-1.83,-1.97,66.82
2026-09-04T23:39:11Z,60,26.7,-1.9,-4.17,4.92,-1.98,-1.99,66.71
2026-09-04T23:40:21Z,60,26.7,-1.96,-4.29,4.79,-1.99,-2.02,66.71
2026-09-04T23:41:33Z,60,26.7,-1.99,-4.27,4.82,-1.99,-2.08,66.71
2026-09-04T23:42:38Z,60,26.7,-1.99,-4.28,4.88,-1.99,-2.09,66.63
2026-09-04T23:43:42Z,60,26.7,-1.82,-4.02,4.89,-1.96,-2.11,66.56
2026-09-04T23:44:53Z,60,26.7,-1.75,-3.85,4.96,-1.91,-2.12,66.6
2026-09-04T23:45:58Z,60,26.7,-1.75,-4.11,4.94,-1.92,-2.13,66.61
2026-09-04T23:47:09Z,60,26.7,-1.8,-4.11,4.93,-1.91,-2.12,66.66
2026-09-04T23:52:17Z,60,26.7,-1.78,-4.03,4.38,-1.94,-2.05,66.43
2026-09-04T23:53:28Z,60,23.3,-1.77,-4.0,4.26,-2.01,-2.12,66.42
2026-09-04T23:54:37Z,60,26.7,-1.77,-3.96,4.6,-2.0,-2.12,66.36
2026-09-04T23:55:38Z,60,25.0,-1.76,-4.03,5.08,-1.99,-2.09,66.42
2026-09-04T23:56:43Z,60,28.3,-1.78,-4.06,5.11,-2.0,-2.11,66.35
2026-09-04T23:57:54Z,60,25.0,-1.82,-4.06,4.79,-2.0,-2.14,66.39
2026-09-04T23:59:04Z,60,25.0,-1.79,-4.07,4.83,-1.97,-2.08,66.32
2026-09-05T00:00:14Z,60,25.0,-1.79,-4.1,4.73,-1.97,-2.07,66.25
2026-09-05T00:05:15Z,60,26.7,-1.65,-3.96,4.57,-1.82,-1.96,65.96
2026-09-05T00:06:38Z,60,26.7,-1.69,-3.96,4.56,-1.85,-2.0,66.02
2026-09-05T00:07:55Z,60,28.3,-1.73,-3.83,4.53,-1.79,-1.94,66.06
2026-09-05T00:08:58Z,60,28.3,-1.68,-3.82,4.54,-1.79,-1.96,65.99
2026-09-05T00:09:46Z,60,28.3,-1.68,-3.82,4.54,-1.79,-1.96,65.99
2026-09-05T00:10:56Z,60,28.3,-1.8,-4.05,4.33,-1.92,-2.06,65.9
2026-09-05T00:12:07Z,60,28.3,-1.67,-4.0,4.56,-1.87,-2.0,65.98
2026-09-05T00:13:17Z,60,28.3,-1.64,-4.0,4.61,-1.84,-2.03,66.06
2026-09-05T00:19:21Z,60,25.0,-1.76,-4.19,4.1,-2.02,-2.19,65.77
2026-09-05T00:20:32Z,60,25.0,-1.7,-4.15,4.51,-1.93,-2.1,65.77
2026-09-05T00:21:42Z,60,25.0,-1.76,-4.24,4.31,-1.95,-2.14,65.79
2026-09-05T00:22:42Z,60,23.3,-1.73,-4.19,4.25,-1.95,-2.15,65.67
2026-09-05T00:23:52Z,60,23.3,-1.75,-4.18,4.28,-1.95,-2.14,65.55
2026-09-05T00:25:01Z,60,23.3,-1.68,-4.06,4.05,-2.0,-2.19,65.68
2026-09-05T00:26:18Z,60,23.3,-1.68,-3.93,4.21,-1.94,-2.14,65.56
2026-09-05T00:27:28Z,60,26.7,-1.58,-3.85,4.3,-1.84,-2.05,65.66
2026-09-05T00:30:06Z,60,31.7,-1.63,-3.79,4.59,-1.84,-2.13,65.64
2026-09-05T00:31:16Z,60,28.3,-1.61,-3.81,4.62,-1.83,-2.08,65.64
2026-09-05T00:32:26Z,60,31.7,-1.71,-3.97,4.6,-1.93,-2.19,65.62
2026-09-05T00:33:31Z,60,28.3,-1.76,-3.97,4.54,-1.94,-2.26,65.61
2026-09-05T00:35:41Z,60,23.3,-1.79,-4.03,4.46,-2.01,-2.33,65.47
2026-09-05T00:36:52Z,60,25.0,-1.9,-4.0,4.27,-2.01,-2.35,65.55
2026-09-05T00:38:03Z,60,23.3,-1.91,-4.08,4.24,-2.06,-2.38,65.52
2026-09-05T00:39:09Z,60,26.7,-1.84,-4.12,4.32,-2.09,-2.4,65.42
2026-09-05T00:40:15Z,60,26.7,-1.89,-4.26,4.32,-2.12,-2.4,65.42
2026-09-05T00:41:20Z,60,26.7,-1.96,-4.23,4.32,-2.15,-2.39,65.46
2026-09-05T00:42:31Z,60,26.7,-2.04,-4.27,4.34,-2.17,-2.41,65.39
2026-09-05T00:43:41Z,60,25.0,-2.03,-4.21,4.8,-2.08,-2.32,65.44
2026-09-05T00:46:50Z,60,28.3,-1.73,-3.95,5.28,-1.93,-2.03,65.35
2026-09-05T00:48:00Z,60,28.3,-1.79,-3.82,5.04,-1.92,-2.07,65.3
2026-09-05T00:49:10Z,60,30.0,-1.78,-3.98,4.85,-1.91,-2.08,65.18
2026-09-05T00:56:16Z,60,31.7,-1.53,-3.65,5.35,-1.72,-1.98,64.88
2026-09-05T00:57:27Z,60,31.7,-1.51,-3.67,5.4,-1.68,-1.93,64.96
2026-09-05T00:58:37Z,60,33.3,-1.49,-3.61,6.16,-1.68,-1.95,64.96
2026-09-05T00:59:37Z,60,31.7,-1.5,-3.53,6.05,-1.67,-1.91,64.86
2026-09-05T01:00:45Z,60,30.0,-1.61,-3.86,5.68,-1.8,-2.05,64.92
2026-09-05T01:01:56Z,60,30.0,-1.56,-3.68,5.38,-1.75,-2.0,64.9
2026-09-05T01:03:06Z,60,30.0,-1.51,-3.67,5.19,-1.76,-2.0,64.51
2026-09-05T01:04:17Z,60,31.7,-1.41,-3.67,4.92,-1.74,-1.93,64.5
2026-09-05T01:09:34Z,60,31.7,-1.48,-3.76,5.0,-1.76,-1.98,64.48
2026-09-05T01:10:44Z,60,30.0,-1.51,-3.66,5.64,-1.72,-2.0,64.49
2026-09-05T01:11:55Z,60,31.7,-1.49,-3.67,5.85,-1.74,-2.05,64.39
2026-09-05T01:12:56Z,60,31.7,-1.37,-3.69,5.79,-1.67,-2.03,64.48
2026-09-05T01:16:54Z,60,31.7,-1.35,-3.68,5.49,-1.63,-2.04,64.54
2026-09-05T01:18:04Z,60,31.7,-1.32,-3.64,5.88,-1.64,-2.08,64.34
2026-09-05T01:19:15Z,60,31.7,-1.3,-3.59,6.0,-1.58,-2.04,64.41
2026-09-05T01:20:16Z,60,31.7,-1.38,-3.59,5.46,-1.57,-2.05,64.41
2026-09-05T01:24:13Z,60,33.3,-1.36,-3.64,4.77,-1.55,-2.13,64.33
2026-09-05T01:25:23Z,60,33.3,-1.31,-3.53,4.85,-1.44,-2.02,64.27
2026-09-05T01:26:33Z,60,33.3,-1.26,-3.46,4.81,-1.41,-2.0,64.24
2026-09-05T01:27:34Z,60,33.3,-1.23,-3.41,4.77,-1.42,-2.01,64.2
2026-09-05T01:31:03Z,60,35.0,-1.32,-3.46,4.69,-1.52,-2.07,63.99
2026-09-05T01:32:15Z,60,35.0,-1.19,-3.54,4.8,-1.49,-2.04,64.29
2026-09-05T01:33:25Z,60,35.0,-1.03,-3.56,4.81,-1.44,-1.95,64.18
2026-09-05T01:34:25Z,60,35.0,-1.03,-3.57,4.72,-1.42,-1.93,64.22
2026-09-05T01:35:28Z,60,35.0,-1.0,-3.47,4.81,-1.39,-1.87,64.15
2026-09-05T01:36:38Z,60,35.0,-1.0,-3.57,4.52,-1.42,-1.86,64.19
2026-09-05T01:37:48Z,60,35.0,-1.05,-3.77,4.28,-1.47,-1.9,64.2
2026-09-05T01:38:59Z,60,35.0,-1.03,-3.63,4.43,-1.53,-1.91,64.11
2026-09-05T01:46:17Z,60,33.3,-1.14,-3.51,4.35,-1.43,-1.82,64.02
2026-09-05T01:47:33Z,60,33.3,-1.05,-3.51,3.68,-1.42,-1.8,64.04
2026-09-05T01:48:43Z,60,33.3,-1.07,-3.54,3.62,-1.45,-1.81,64.07
2026-09-05T01:49:43Z,60,35.0,-1.15,-3.62,3.26,-1.48,-1.86,63.93
2026-09-05T01:53:03Z,60,35.0,-1.22,-3.89,3.23,-1.61,-1.98,64.04
2026-09-05T01:54:13Z,60,35.0,-1.21,-3.82,3.26,-1.62,-1.99,63.93
2026-09-05T01:55:23Z,60,35.0,-1.27,-3.88,3.1,-1.69,-2.07,63.91
2026-09-05T01:56:32Z,60,35.0,-1.26,-3.8,3.22,-1.66,-2.04,63.94
2026-09-05T01:57:33Z,60,30.0,-1.45,-3.89,3.13,-1.76,-2.15,63.94
2026-09-05T01:58:42Z,60,30.0,-1.46,-3.94,3.16,-1.75,-2.17,63.97
2026-09-05T01:59:52Z,60,30.0,-1.43,-3.96,3.79,-1.74,-2.16,63.88
2026-09-05T02:01:02Z,60,30.0,-1.37,-3.89,3.2,-1.73,-2.12,63.9
2026-09-05T02:02:36Z,60,30.0,-1.4,-3.79,3.64,-1.68,-2.04,63.82
2026-09-05T02:03:46Z,60,30.0,-1.44,-3.75,3.46,-1.68,-2.0,63.71
2026-09-05T02:04:53Z,60,30.0,-1.36,-3.71,3.63,-1.69,-2.02,63.72
2026-09-05T02:06:03Z,60,30.0,-1.35,-3.76,4.01,-1.68,-2.03,63.8
2026-09-05T02:07:06Z,60,30.0,-1.27,-3.71,4.11,-1.67,-2.04,63.74
2026-09-05T02:08:09Z,60,30.0,-1.21,-3.62,4.09,-1.63,-2.0,63.64
2026-09-05T02:09:19Z,60,30.0,-1.24,-3.58,4.06,-1.58,-1.97,63.71
2026-09-05T02:10:24Z,60,30.0,-1.21,-3.53,3.95,-1.56,-1.96,63.71
